"","Year","GDP","MED","POP","COW","TGE","Economic Sectors","EC","IPCC Sector","IPC"
"274",1994,7287.24,32260,260327021,101.7,6745.2,"Industry",1683.9,"Industrial Processes and Product Use",333.9
"275",1994,7287.24,32260,260327021,101.7,6745.2,"Industry",1683.9,"Agriculture",566.2
"276",1994,7287.24,32260,260327021,101.7,6745.2,"Industry",1683.9,"Waste",238.8
"277",1995,7639.75,34080,262803276,103.3,6821.9,"Industry",1703.3,"Energy",5653.8
"278",1995,7639.75,34080,262803276,103.3,6821.9,"Industry",1703.3,"Industrial Processes and Product Use",362.3
"279",1995,7639.75,34080,262803276,103.3,6821.9,"Industry",1703.3,"Agriculture",572.2
"280",1995,7639.75,34080,262803276,103.3,6821.9,"Industry",1703.3,"Waste",233.6
"281",1996,8073.12,35490,265228572,103.8,7023.5,"Industry",1733.7,"Energy",5841.7
"282",1996,8073.12,35490,265228572,103.8,7023.5,"Industry",1733.7,"Industrial Processes and Product Use",374.1
"283",1996,8073.12,35490,265228572,103.8,7023.5,"Industry",1733.7,"Agriculture",577.5
"284",1996,8073.12,35490,265228572,103.8,7023.5,"Industry",1733.7,"Waste",230.2
"285",1997,8577.55,37010,267783607,101.2,7079.2,"Industry",1735.3,"Energy",5912.7
"286",1997,8577.55,37010,267783607,101.2,7079.2,"Industry",1735.3,"Industrial Processes and Product Use",379.7
"287",1997,8577.55,37010,267783607,101.2,7079.2,"Industry",1735.3,"Agriculture",566.8
"288",1997,8577.55,37010,267783607,101.2,7079.2,"Industry",1735.3,"Waste",220
"289",1998,9062.82,38890,270248003,99.5,7124.7,"Industry",1706.1,"Energy",5953.6
"290",1998,9062.82,38890,270248003,99.5,7124.7,"Industry",1706.1,"Industrial Processes and Product Use",386.1
"291",1998,9062.82,38890,270248003,99.5,7124.7,"Industry",1706.1,"Agriculture",575
"292",1998,9062.82,38890,270248003,99.5,7124.7,"Industry",1706.1,"Waste",210
"293",1999,9631.17,40700,272690813,98.5,7169.9,"Industry",1657.2,"Energy",6012.1
"294",1999,9631.17,40700,272690813,98.5,7169.9,"Industry",1657.2,"Industrial Processes and Product Use",382.4
"295",1999,9631.17,40700,272690813,98.5,7169.9,"Industry",1657.2,"Agriculture",571.7
"296",1999,9631.17,40700,272690813,98.5,7169.9,"Industry",1657.2,"Waste",203.6
"297",2000,10250.95,41990,282162411,98,7369.2,"Industry",1649.8,"Energy",6222.8
"298",2000,10250.95,41990,282162411,98,7369.2,"Industry",1649.8,"Industrial Processes and Product Use",381
"299",2000,10250.95,41990,282162411,98,7369.2,"Industry",1649.8,"Agriculture",565
"300",2000,10250.95,41990,282162411,98,7369.2,"Industry",1649.8,"Waste",200.4
"301",2001,10581.93,42230,284968955,97.3,7253.5,"Industry",1604.6,"Energy",6139.4
"302",2001,10581.93,42230,284968955,97.3,7253.5,"Industry",1604.6,"Industrial Processes and Product Use",345.9
"303",2001,10581.93,42230,284968955,97.3,7253.5,"Industry",1604.6,"Agriculture",573.1
"304",2001,10581.93,42230,284968955,97.3,7253.5,"Industry",1604.6,"Waste",195.1
"305",2002,10929.11,42410,287625193,96.7,7293.3,"Industry",1585.1,"Energy",6168.1
"306",2002,10929.11,42410,287625193,96.7,7293.3,"Industry",1585.1,"Industrial Processes and Product Use",354
"307",2002,10929.11,42410,287625193,96.7,7293.3,"Industry",1585.1,"Agriculture",577.2
"308",2002,10929.11,42410,287625193,96.7,7293.3,"Industry",1585.1,"Waste",194
"309",2003,11456.45,43320,290107933,96.1,7352.7,"Industry",1565.5,"Energy",6236.9
"310",2003,11456.45,43320,290107933,96.1,7352.7,"Industry",1565.5,"Industrial Processes and Product Use",342.1
"311",2003,11456.45,43320,290107933,96.1,7352.7,"Industry",1565.5,"Agriculture",576.7
"312",2003,11456.45,43320,290107933,96.1,7352.7,"Industry",1565.5,"Waste",197
"313",2004,12217.2,44330,292805298,94.9,7464.4,"Industry",1615.9,"Energy",6335.1
"314",2004,12217.2,44330,292805298,94.9,7464.4,"Industry",1615.9,"Industrial Processes and Product Use",355.2
"315",2004,12217.2,44330,292805298,94.9,7464.4,"Industry",1615.9,"Agriculture",579.4
"316",2004,12217.2,44330,292805298,94.9,7464.4,"Industry",1615.9,"Waste",194.7
"317",2005,13039.2,46330,295516599,95.8,7477.4,"Industry",1574.4,"Energy",6351.5
"318",2005,13039.2,46330,295516599,95.8,7477.4,"Industry",1574.4,"Industrial Processes and Product Use",356.1
"319",2005,13039.2,46330,295516599,95.8,7477.4,"Industry",1574.4,"Agriculture",577.7
"320",2005,13039.2,46330,295516599,95.8,7477.4,"Industry",1574.4,"Waste",192.1
"321",2006,13815.58,48200,298379912,97.1,7407.9,"Industry",1611.1,"Energy",6277.9
"322",2006,13815.58,48200,298379912,97.1,7407.9,"Industry",1611.1,"Industrial Processes and Product Use",365.3
"323",2006,13815.58,48200,298379912,97.1,7407.9,"Industry",1611.1,"Agriculture",574.7
"324",2006,13815.58,48200,298379912,97.1,7407.9,"Industry",1611.1,"Waste",190
"325",2007,14474.23,50230,301231207,97,7511.4,"Industry",1600.7,"Energy",6347.9
"326",2007,14474.23,50230,301231207,97,7511.4,"Industry",1600.7,"Industrial Processes and Product Use",381.7
"327",2007,14474.23,50230,301231207,97,7511.4,"Industry",1600.7,"Agriculture",594
"328",2007,14474.23,50230,301231207,97,7511.4,"Industry",1600.7,"Waste",187.7
"329",2008,14478.07,50300,304093966,96.7,7294.5,"Industry",1547.5,"Energy",6162.9
"330",2008,14478.07,50300,304093966,96.7,7294.5,"Industry",1547.5,"Industrial Processes and Product Use",360.2
"331",2008,14478.07,50300,304093966,96.7,7294.5,"Industry",1547.5,"Agriculture",586.2
"332",2008,14478.07,50300,304093966,96.7,7294.5,"Industry",1547.5,"Waste",185.3
"333",2009,14769.86,49780,306771529,94.5,6840.7,"Industry",1394.8,"Energy",5760
"334",2009,14769.86,49780,306771529,94.5,6840.7,"Industry",1394.8,"Industrial Processes and Product Use",312.9
"335",2009,14769.86,49780,306771529,94.5,6840.7,"Industry",1394.8,"Agriculture",585.7
"336",2009,14769.86,49780,306771529,94.5,6840.7,"Industry",1394.8,"Waste",182.1
"337",2010,15048.97,49280,309327143,93.7,7058.2,"Industry",1488.6,"Energy",5932.1
"338",2010,15048.97,49280,309327143,93.7,7058.2,"Industry",1488.6,"Industrial Processes and Product Use",352
"339",2010,15048.97,49280,309327143,93.7,7058.2,"Industry",1488.6,"Agriculture",591
"340",2010,15048.97,49280,309327143,93.7,7058.2,"Industry",1488.6,"Waste",183.1
"341",2011,15599.73,50050,311583481,92.6,6907.2,"Industry",1494.9,"Energy",5783.7
"342",2011,15599.73,50050,311583481,92.6,6907.2,"Industry",1494.9,"Industrial Processes and Product Use",367
"343",2011,15599.73,50050,311583481,92.6,6907.2,"Industry",1494.9,"Agriculture",582.4
"344",2011,15599.73,50050,311583481,92.6,6907.2,"Industry",1494.9,"Waste",174.1
"345",2012,16253.97,51020,313877662,90.8,6670.5,"Industry",1485.5,"Energy",5564.1
"346",2012,16253.97,51020,313877662,90.8,6670.5,"Industry",1485.5,"Industrial Processes and Product Use",357.2
"347",2012,16253.97,51020,313877662,90.8,6670.5,"Industry",1485.5,"Agriculture",572.6
"348",2012,16253.97,51020,313877662,90.8,6670.5,"Industry",1485.5,"Waste",176.6
"349",2013,16880.68,53590,316059947,89.3,6841.7,"Industry",1544.4,"Energy",5714.1
"350",2013,16880.68,53590,316059947,89.3,6841.7,"Industry",1544.4,"Industrial Processes and Product Use",357.2
"351",2013,16880.68,53590,316059947,89.3,6841.7,"Industry",1544.4,"Agriculture",597.5
"352",2013,16880.68,53590,316059947,89.3,6841.7,"Industry",1544.4,"Waste",172.8
"353",2014,17608.14,53660,318386329,87.7,6898.5,"Industry",1530.6,"Energy",5754.1
"354",2014,17608.14,53660,318386329,87.7,6898.5,"Industry",1530.6,"Industrial Processes and Product Use",368.7
"355",2014,17608.14,53660,318386329,87.7,6898.5,"Industry",1530.6,"Agriculture",603
"356",2014,17608.14,53660,318386329,87.7,6898.5,"Industry",1530.6,"Waste",172.7
"357",2015,18295.02,56520,320738994,89.8,6737.4,"Industry",1518.1,"Energy",5596.8
"358",2015,18295.02,56520,320738994,89.8,6737.4,"Industry",1518.1,"Industrial Processes and Product Use",363.9
"359",2015,18295.02,56520,320738994,89.8,6737.4,"Industry",1518.1,"Agriculture",604.9
"360",2015,18295.02,56520,320738994,89.8,6737.4,"Industry",1518.1,"Waste",171.7
"361",2016,18804.91,59040,323071755,92,6578.4,"Industry",1463.1,"Energy",5450.8
"362",2016,18804.91,59040,323071755,92,6578.4,"Industry",1463.1,"Industrial Processes and Product Use",357.6
"363",2016,18804.91,59040,323071755,92,6578.4,"Industry",1463.1,"Agriculture",601.8
"364",2016,18804.91,59040,323071755,92,6578.4,"Industry",1463.1,"Waste",168.3
"365",2017,19612.1,61140,325122128,93.6,6561.8,"Industry",1494.5,"Energy",5418.7
"366",2017,19612.1,61140,325122128,93.6,6561.8,"Industry",1494.5,"Industrial Processes and Product Use",359.1
"367",2017,19612.1,61140,325122128,93.6,6561.8,"Industry",1494.5,"Agriculture",613.1
"368",2017,19612.1,61140,325122128,93.6,6561.8,"Industry",1494.5,"Waste",170.9
"369",2018,20656.52,63180,326838199,94.4,6754.8,"Industry",1558,"Energy",5589.5
"370",2018,20656.52,63180,326838199,94.4,6754.8,"Industry",1558,"Industrial Processes and Product Use",362.2
"371",2018,20656.52,63180,326838199,94.4,6754.8,"Industry",1558,"Agriculture",629.5
